N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,외국인비율
782.0,무림페이퍼,2550.0,5.0,-0.20%,2500.0,556583.0,2565.0,2625.0,2550.0,3.4
783.0,삼영화학,3120.0,180.0,+6.12%,500.0,415071.0,2940.0,3130.0,2940.0,2.23
784.0,이구산업,3155.0,20.0,+0.64%,500.0,186618.0,3110.0,3180.0,3110.0,1.23
785.0,유유제약,6120.0,30.0,+0.49%,1000.0,30302.0,6170.0,6210.0,6110.0,1.95
786.0,크라운해태홀딩스,7100.0,10.0,+0.14%,500.0,14802.0,7080.0,7190.0,7080.0,2.34
787.0,KODEX 삼성그룹밸류,8925.0,35.0,+0.39%,0.0,2079.0,8900.0,8980.0,8860.0,0.04
788.0,대유플러스,869.0,8.0,-0.91%,500.0,626939.0,886.0,894.0,855.0,1.32
789.0,키움 INDXX 미국테크탑10 ETN,10510.0,0.0,0.00%,0.0,0.0,10510.0,10510.0,10510.0,0.0
790.0,신영와코루,11630.0,50.0,+0.43%,500.0,8690.0,11530.0,11700.0,11400.0,26.34
791.0,가온전선,16440.0,10.0,-0.06%,5000.0,10736.0,16580.0,16580.0,16350.0,1.65
792.0,대구백화점,9660.0,10.0,+0.10%,5000.0,167.0,9670.0,9970.0,9660.0,0.52
793.0,삼화전기,15770.0,0.0,0.00%,1000.0,7839.0,15990.0,15990.0,15500.0,24.2
794.0,지투알,6260.0,10.0,-0.16%,1000.0,74330.0,6270.0,6280.0,6180.0,32.44
795.0,광명전기,2390.0,35.0,+1.49%,500.0,388728.0,2365.0,2405.0,2360.0,1.82
796.0,고려산업,4150.0,20.0,+0.48%,1000.0,551068.0,4130.0,4175.0,4055.0,1.14
797.0,KODEX ESG종합채권(A-이상)액티브,102020.0,0.0,0.00%,0.0,0.0,102020.0,102020.0,102020.0,0.0
798.0,이아이디,888.0,12.0,-1.33%,200.0,865119.0,909.0,921.0,886.0,0.97
799.0,화성산업,10080.0,60.0,-0.59%,5000.0,21951.0,10200.0,10210.0,10040.0,8.23
800.0,일신석재,1320.0,14.0,+1.07%,500.0,668337.0,1310.0,1337.0,1300.0,1.35
801.0,HL D&I,2700.0,10.0,-0.37%,5000.0,17265.0,2710.0,2745.0,2700.0,1.91
802.0,히어로즈 단기채권ESG액티브,101060.0,5.0,0.00%,0.0,410999.0,101060.0,101060.0,101040.0,0.06
803.0,마스턴프리미어리츠,3830.0,20.0,-0.52%,1000.0,19599.0,3850.0,3855.0,3810.0,0.79
804.0,인바이오젠,722.0,7.0,-0.96%,500.0,340858.0,744.0,750.0,721.0,0.31
805.0,한신공영,8790.0,30.0,+0.34%,5000.0,17195.0,8810.0,8900.0,8750.0,8.38
806.0,엔에이치스팩19호,1980.0,2.0,-0.10%,100.0,166343.0,1983.0,1984.0,1975.0,2.48
807.0,현대코퍼레이션홀딩스,11120.0,210.0,+1.92%,5000.0,10891.0,10990.0,11210.0,10920.0,3.06
808.0,조광페인트,7860.0,70.0,+0.90%,500.0,137408.0,7950.0,8300.0,7760.0,2.02
809.0,팜젠사이언스,6330.0,40.0,+0.64%,500.0,64725.0,6290.0,6390.0,6260.0,2.11
810.0,보락,1671.0,14.0,-0.83%,200.0,300338.0,1685.0,1697.0,1670.0,1.6
811.0,금비,100000.0,600.0,+0.60%,5000.0,17011.0,98000.0,101100.0,96700.0,1.3
812.0,KBSTAR 2차전지액티브,11570.0,510.0,+4.61%,0.0,1004914.0,11205.0,11570.0,11100.0,0.38
813.0,대현,2235.0,10.0,+0.45%,500.0,77057.0,2230.0,2235.0,2205.0,6.99
814.0,대동전자,9420.0,110.0,+1.18%,500.0,10589.0,9500.0,9530.0,9320.0,41.2
815.0,TIGER 미국채10년선물,11225.0,135.0,-1.19%,0.0,404856.0,11300.0,11310.0,11210.0,0.28
816.0,남광토건,10020.0,30.0,-0.30%,5000.0,20829.0,10070.0,10150.0,9920.0,0.45
817.0,KODEX 미국S&P500선물(H),18910.0,205.0,+1.10%,0.0,12117.0,18900.0,18915.0,18875.0,1.68
818.0,하이스틸,4850.0,110.0,-2.22%,500.0,766595.0,5000.0,5000.0,4825.0,0.77
819.0,사조씨푸드,5680.0,40.0,+0.71%,1000.0,182667.0,5650.0,5840.0,5610.0,1.97
820.0,플레이그램,820.0,0.0,0.00%,100.0,152965.0,812.0,825.0,804.0,0.95
821.0,TRUE 레버리지 S&P500 선물 ETN(H),19515.0,430.0,+2.25%,0.0,64.0,19500.0,19515.0,19450.0,0.0
822.0,콤텍시스템,805.0,5.0,+0.63%,500.0,1048721.0,804.0,819.0,797.0,2.51
823.0,KH 필룩스,508.0,15.0,-2.87%,500.0,2716459.0,523.0,531.0,505.0,3.12
824.0,유니켐,1295.0,11.0,+0.86%,500.0,195745.0,1298.0,1306.0,1275.0,2.33
825.0,국동,1679.0,109.0,+6.94%,500.0,4126060.0,1570.0,1745.0,1570.0,3.06
826.0,인팩,9560.0,60.0,+0.63%,500.0,46494.0,9500.0,9600.0,9290.0,0.94
827.0,DSR,5950.0,50.0,-0.83%,500.0,29067.0,6030.0,6030.0,5890.0,1.67
828.0,제일연마,9500.0,480.0,+5.32%,500.0,101117.0,8960.0,9560.0,8960.0,4.68
829.0,KBSTAR 코스닥150선물레버리지,9420.0,470.0,+5.25%,0.0,27285.0,9120.0,9450.0,9075.0,0.36
830.0,대원화성,2300.0,10.0,-0.43%,500.0,156885.0,2305.0,2320.0,2270.0,1.17
831.0,SH에너지화학,852.0,7.0,+0.83%,500.0,306299.0,846.0,854.0,842.0,33.42
832.0,동일고무벨트,6810.0,40.0,+0.59%,500.0,15623.0,6800.0,6850.0,6590.0,2.17
833.0,써니전자,2710.0,40.0,-1.45%,500.0,749098.0,2760.0,2775.0,2690.0,4.12
834.0,삼성공조,11590.0,80.0,+0.70%,500.0,79770.0,11570.0,11700.0,11410.0,0.99
835.0,지엠비코리아,4920.0,25.0,+0.51%,500.0,15421.0,4880.0,4950.0,4875.0,55.02
836.0,국제약품,4645.0,15.0,-0.32%,1000.0,71443.0,4675.0,4700.0,4630.0,1.19
837.0,삼호개발,3750.0,25.0,-0.66%,500.0,17944.0,3800.0,3800.0,3730.0,4.57
838.0,ACE 국고채10년,84915.0,510.0,+0.60%,0.0,4500.0,84265.0,84915.0,84050.0,0.0
839.0,아모레G우,14420.0,60.0,-0.41%,500.0,5437.0,14410.0,14630.0,14230.0,39.31
840.0,두올,2795.0,80.0,+2.95%,2500.0,111260.0,2725.0,2805.0,2705.0,0.62
841.0,다스코,4750.0,30.0,-0.63%,500.0,53492.0,4770.0,4805.0,4750.0,2.67
842.0,SK우,161800.0,200.0,-0.12%,200.0,923.0,161300.0,162500.0,161300.0,0.64
843.0,DRB동일,4575.0,45.0,+0.99%,500.0,12631.0,4530.0,4590.0,4510.0,0.43
844.0,텔코웨어,9380.0,200.0,+2.18%,500.0,1810.0,9230.0,9380.0,9180.0,1.01
845.0,TRUE 레버리지 나스닥 100 ETN,18130.0,240.0,+1.34%,0.0,21421.0,18245.0,18270.0,18065.0,0.0
846.0,명문제약,2665.0,10.0,+0.38%,500.0,50572.0,2680.0,2690.0,2650.0,0.96
847.0,남성,2490.0,25.0,-0.99%,500.0,185219.0,2515.0,2535.0,2480.0,0.81
848.0,혜인,7090.0,60.0,+0.85%,500.0,203319.0,7000.0,7110.0,6970.0,1.47
849.0,한솔홈데코,1117.0,10.0,+0.90%,1000.0,129292.0,1116.0,1118.0,1108.0,2.67
850.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,44965.0,735.0,-1.61%,0.0,1362.0,45745.0,45745.0,44795.0,0.0
851.0,동방아그로,6600.0,10.0,-0.15%,500.0,5477.0,6600.0,6600.0,6560.0,31.05
852.0,보해양조,645.0,2.0,+0.31%,500.0,146517.0,646.0,651.0,640.0,1.2
853.0,마니커,1410.0,30.0,+2.17%,500.0,583179.0,1381.0,1419.0,1381.0,1.65
854.0,새론오토모티브,4655.0,55.0,-1.17%,500.0,2531.0,4710.0,4775.0,4600.0,66.57
855.0,KBSTAR Fn5G테크,8310.0,60.0,+0.73%,0.0,23084.0,8250.0,8330.0,8250.0,0.0
856.0,솔루스첨단소재1우,10550.0,110.0,-1.03%,100.0,29285.0,10600.0,10670.0,10260.0,11.93
857.0,한국프랜지,2910.0,55.0,+1.93%,1000.0,114529.0,2860.0,2925.0,2855.0,3.99
858.0,쌍방울,336.0,5.0,-1.47%,500.0,2097355.0,341.0,341.0,333.0,2.14
859.0,조비,16960.0,160.0,+0.95%,5000.0,5773.0,16800.0,17220.0,16800.0,1.42
860.0,ACE 24-12 회사채(AA-이상)액티브,104155.0,170.0,+0.16%,0.0,1023.0,104010.0,104155.0,104000.0,0.03
861.0,유니온,5630.0,110.0,-1.92%,500.0,445863.0,5670.0,5780.0,5550.0,0.45
862.0,한일철강,3280.0,0.0,0.00%,500.0,53070.0,3290.0,3300.0,3240.0,0.88
863.0,휴니드,6190.0,60.0,+0.98%,5000.0,39807.0,6110.0,6230.0,6110.0,25.21
864.0,신세계건설,21800.0,50.0,-0.23%,5000.0,13572.0,22350.0,22350.0,21600.0,5.77
865.0,화승코퍼레이션,1739.0,15.0,+0.87%,500.0,137706.0,1749.0,1749.0,1715.0,0.57
866.0,시디즈,43450.0,50.0,+0.12%,500.0,9076.0,43450.0,43650.0,43100.0,1.44
867.0,상상인증권,801.0,2.0,-0.25%,1000.0,84115.0,804.0,819.0,797.0,0.64
868.0,카프로,2160.0,15.0,+0.70%,500.0,118079.0,2135.0,2175.0,2115.0,2.85
869.0,덕양산업,2650.0,5.0,-0.19%,500.0,38431.0,2680.0,2680.0,2620.0,0.4
870.0,DSR제강,5990.0,120.0,+2.04%,500.0,90414.0,5890.0,6000.0,5870.0,2.96
871.0,KBSTAR 단기국공채액티브,104170.0,45.0,+0.04%,0.0,65.0,104140.0,104200.0,104130.0,0.0
872.0,대유에이텍,737.0,13.0,+1.80%,500.0,389195.0,724.0,738.0,722.0,1.3
873.0,신송홀딩스,7190.0,10.0,+0.14%,500.0,81706.0,7160.0,7200.0,7070.0,1.27
874.0,TIGER 200 건설,2850.0,35.0,+1.24%,0.0,62103.0,2855.0,2855.0,2805.0,0.15
875.0,미래산업,18530.0,2230.0,+13.68%,500.0,1116123.0,16500.0,18800.0,16490.0,4.61
876.0,TIGER 미국다우존스30,21255.0,20.0,-0.09%,0.0,50121.0,21350.0,21400.0,21195.0,0.29
877.0,세원이앤씨,391.0,1.0,+0.26%,500.0,18488388.0,400.0,429.0,388.0,4.08
878.0,코스맥스비티아이,8770.0,70.0,+0.80%,500.0,6672.0,8770.0,8770.0,8620.0,4.15
879.0,한창제지,1409.0,2.0,+0.14%,500.0,39167.0,1413.0,1413.0,1401.0,0.93
880.0,ACE G2전기차&자율주행액티브,8915.0,40.0,-0.45%,0.0,55500.0,8970.0,8970.0,8890.0,0.01
881.0,KODEX 미국메타버스나스닥액티브,6395.0,10.0,+0.16%,0.0,38966.0,6455.0,6460.0,6370.0,3.08
882.0,호전실업,8590.0,90.0,-1.04%,500.0,117989.0,8730.0,8730.0,8250.0,3.3
883.0,큐로,362.0,1.0,-0.28%,500.0,173289.0,365.0,368.0,361.0,1.07
884.0,삼화왕관,38850.0,350.0,-0.89%,5000.0,4340.0,38850.0,39450.0,38300.0,4.33
885.0,천일고속,58500.0,400.0,+0.69%,5000.0,52.0,58700.0,58700.0,57700.0,0.04
886.0,메타랩스,3350.0,20.0,-0.59%,2500.0,41111.0,3355.0,3395.0,3310.0,0.0
887.0,영흥,817.0,2.0,+0.25%,500.0,37890.0,820.0,820.0,809.0,0.44
888.0,이건산업,7540.0,50.0,-0.66%,5000.0,13297.0,7590.0,7650.0,7540.0,4.94
889.0,덕성,5250.0,180.0,+3.55%,500.0,86538.0,5090.0,5270.0,5070.0,3.48
890.0,태평양물산,1690.0,18.0,-1.05%,500.0,295130.0,1713.0,1722.0,1670.0,2.17
891.0,한솔로지스틱스,2990.0,50.0,+1.70%,500.0,116219.0,2955.0,2995.0,2930.0,4.1
892.0,NH프라임리츠,4400.0,5.0,-0.11%,500.0,6080.0,4425.0,4425.0,4350.0,0.32
893.0,갤럭시아에스엠,2980.0,90.0,+3.11%,500.0,1278751.0,2890.0,3020.0,2840.0,0.15
894.0,범양건영,3290.0,80.0,-2.37%,1000.0,240357.0,3375.0,3410.0,3275.0,0.5
895.0,비상교육,6280.0,20.0,+0.32%,500.0,8022.0,6260.0,6310.0,6210.0,5.6
896.0,대원전선,1132.0,18.0,+1.62%,500.0,136416.0,1116.0,1137.0,1114.0,2.71
897.0,KBSTAR 미국단기투자등급회사채액티브,9825.0,85.0,-0.86%,0.0,1085.0,9875.0,9900.0,9815.0,0.0
898.0,한세엠케이,2675.0,10.0,+0.38%,500.0,6822.0,2665.0,2680.0,2635.0,0.52
899.0,인터지스,2705.0,5.0,+0.19%,500.0,88838.0,2710.0,2760.0,2690.0,3.35
900.0,SK케미칼우,37850.0,1200.0,+3.27%,5000.0,10042.0,36650.0,38350.0,36650.0,15.89
901.0,진양산업,6130.0,30.0,-0.49%,500.0,45809.0,6250.0,6250.0,6090.0,1.3
902.0,인디에프,1126.0,26.0,+2.36%,500.0,630629.0,1112.0,1149.0,1103.0,1.21
903.0,TIGER 200선물레버리지,11370.0,65.0,+0.57%,0.0,136079.0,11435.0,11475.0,11270.0,0.0
904.0,KODEX WTI원유선물(H),14205.0,90.0,+0.64%,0.0,135799.0,14190.0,14210.0,14140.0,0.34
905.0,신한 인버스 2X WTI원유 선물 ETN(H),125.0,0.0,0.00%,0.0,945611.0,120.0,125.0,120.0,0.0
906.0,신풍제약우,35950.0,500.0,-1.37%,500.0,4813.0,36450.0,36800.0,35950.0,0.11
907.0,우진플라임,3950.0,10.0,+0.25%,500.0,76278.0,3950.0,3965.0,3905.0,6.83
908.0,오리엔트바이오,665.0,3.0,+0.45%,500.0,253501.0,663.0,704.0,658.0,0.91
909.0,부산산업,74300.0,700.0,+0.95%,5000.0,2085.0,73600.0,74500.0,73100.0,1.87
910.0,사조오양,8320.0,0.0,0.00%,5000.0,2643.0,8320.0,8400.0,8310.0,2.3
911.0,화천기공,35500.0,450.0,+1.28%,5000.0,6836.0,35100.0,35750.0,34850.0,8.28
912.0,KODEX 은선물(H),4145.0,30.0,+0.73%,0.0,81203.0,4135.0,4155.0,4130.0,0.0
913.0,유엔젤,5880.0,340.0,-5.47%,500.0,1153691.0,6240.0,6340.0,5830.0,0.14
914.0,화승알앤에이,4080.0,40.0,-0.97%,500.0,47341.0,4130.0,4135.0,4050.0,0.93
915.0,문배철강,3765.0,5.0,-0.13%,500.0,278265.0,3800.0,3820.0,3725.0,1.0
916.0,ACE 미국WideMoat가치주,18745.0,0.0,0.00%,0.0,33277.0,18890.0,19030.0,18735.0,0.14
917.0,대호에이엘,1463.0,23.0,+1.60%,500.0,334176.0,1458.0,1478.0,1442.0,2.89
918.0,서울식품,203.0,2.0,-0.98%,100.0,1451667.0,206.0,206.0,203.0,1.3
919.0,유성기업,2920.0,15.0,+0.52%,500.0,10160.0,2890.0,2920.0,2890.0,10.97
920.0,까뮤이앤씨,1678.0,15.0,-0.89%,500.0,274957.0,1700.0,1700.0,1655.0,0.69
921.0,HANARO 200 TOP10,8145.0,70.0,+0.87%,0.0,75.0,8145.0,8165.0,8095.0,0.0
922.0,두산2우B,84700.0,2000.0,+2.42%,5000.0,908.0,84200.0,84800.0,83200.0,0.13
923.0,CS홀딩스,65500.0,700.0,+1.08%,5000.0,3435.0,64800.0,65500.0,64200.0,3.7
924.0,TIGER KRX바이오K-뉴딜,5620.0,225.0,+4.17%,0.0,763485.0,5395.0,5690.0,5395.0,0.03
925.0,영보화학,3745.0,30.0,+0.81%,500.0,24866.0,3700.0,3745.0,3700.0,52.05
926.0,엔케이,935.0,5.0,-0.53%,500.0,206792.0,940.0,944.0,924.0,2.11
927.0,전방,44450.0,500.0,+1.14%,5000.0,3144.0,44450.0,45450.0,44200.0,0.27
928.0,KOSEF 인도Nifty50(합성),18195.0,175.0,+0.97%,0.0,26967.0,18030.0,18195.0,17990.0,0.4
929.0,상신브레이크,3470.0,35.0,-1.00%,500.0,40456.0,3505.0,3520.0,3440.0,1.16
930.0,ARIRANG 신흥국MSCI(합성 H),8990.0,65.0,+0.73%,0.0,50610.0,8995.0,9030.0,8950.0,0.11
931.0,미래에셋맵스리츠,3700.0,65.0,-1.73%,1000.0,26143.0,3870.0,3870.0,3530.0,0.61
932.0,KODEX K-신재생에너지액티브,12410.0,305.0,+2.52%,0.0,190810.0,12145.0,12410.0,12140.0,1.51
933.0,부국철강,3690.0,5.0,+0.14%,500.0,165988.0,3745.0,3755.0,3660.0,1.3
934.0,IHQ,302.0,2.0,+0.67%,500.0,5323880.0,300.0,325.0,299.0,1.11
935.0,KBSTAR 고배당,11560.0,85.0,-0.73%,0.0,18533.0,11730.0,11730.0,11530.0,0.07
936.0,한국종합기술,6640.0,80.0,+1.22%,500.0,34340.0,6530.0,6680.0,6530.0,0.65
937.0,우성,23450.0,100.0,+0.43%,5000.0,60765.0,23000.0,24000.0,22950.0,1.1
938.0,세하,1250.0,34.0,+2.80%,1000.0,112952.0,1208.0,1256.0,1208.0,0.53
939.0,KODEX 국고채30년액티브,95545.0,765.0,+0.81%,0.0,8679.0,94775.0,95545.0,93775.0,0.03
940.0,삼일씨엔에스,5650.0,40.0,-0.70%,1000.0,3522.0,5630.0,5680.0,5610.0,0.35
941.0,SJM,4600.0,30.0,+0.66%,500.0,25986.0,4570.0,4650.0,4560.0,12.0
942.0,세원정공,7170.0,50.0,-0.69%,500.0,9935.0,7190.0,7220.0,7150.0,15.34
943.0,KODEX Fn Top10동일가중,7775.0,55.0,+0.71%,0.0,1896.0,7760.0,7785.0,7740.0,0.0
944.0,대우부품,1500.0,0.0,0.00%,500.0,50666.0,1500.0,1505.0,1486.0,0.85
945.0,TIGER Fn반도체TOP10,7410.0,10.0,-0.13%,0.0,193972.0,7445.0,7490.0,7380.0,0.0
946.0,KODEX 미국반도체MV,10795.0,40.0,+0.37%,0.0,15283.0,10890.0,10900.0,10790.0,0.12
947.0,KC그린홀딩스,3150.0,10.0,-0.32%,500.0,30356.0,3170.0,3190.0,3110.0,0.81
948.0,TIGER 차이나CSI300레버리지(합성),21790.0,145.0,-0.66%,0.0,17113.0,22095.0,22100.0,21535.0,0.0
949.0,TIGER 경기방어,8845.0,130.0,+1.49%,0.0,4072.0,8805.0,8850.0,8735.0,0.0
950.0,웰바이오텍,1049.0,3.0,-0.29%,500.0,108895.0,1053.0,1073.0,1045.0,1.14
951.0,KODEX 미국종합채권SRI액티브(H),95015.0,50.0,+0.05%,0.0,1091.0,94930.0,95020.0,94835.0,0.01
952.0,KBSTAR 중국본토대형주CSI100,18715.0,135.0,-0.72%,0.0,3382.0,18885.0,18920.0,18600.0,0.0
953.0,우신시스템,3780.0,35.0,+0.93%,500.0,96362.0,3795.0,3845.0,3745.0,1.71
954.0,KODEX 차이나2차전지MSCI(합성),8215.0,65.0,-0.79%,0.0,47862.0,8920.0,8920.0,8195.0,2.76
955.0,SOL 미국배당다우존스,9540.0,60.0,-0.62%,0.0,685603.0,9615.0,9615.0,9500.0,0.0
956.0,TIGER 소프트웨어,9575.0,70.0,-0.73%,0.0,98267.0,9700.0,9740.0,9560.0,0.32
957.0,한창,861.0,8.0,-0.92%,500.0,671759.0,864.0,872.0,859.0,1.09
958.0,핸즈코퍼레이션,3125.0,5.0,+0.16%,500.0,9336.0,3200.0,3200.0,3080.0,0.21
959.0,동양피스톤,5180.0,90.0,+1.77%,500.0,37032.0,5140.0,5210.0,5090.0,1.26
960.0,KODEX 차이나A50,19970.0,70.0,-0.35%,0.0,13437.0,20170.0,20195.0,19830.0,0.0
961.0,성보화학,3375.0,45.0,-1.32%,500.0,20580.0,3420.0,3420.0,3350.0,0.55
962.0,KODEX Fn성장,13510.0,135.0,+1.01%,0.0,155.0,13475.0,13515.0,13455.0,0.0
963.0,신한 WTI원유 선물 ETN(H),6755.0,30.0,+0.45%,0.0,9080.0,6755.0,6760.0,6745.0,0.0
964.0,KODEX 한국대만IT프리미어,17290.0,70.0,-0.40%,0.0,4080.0,17415.0,17425.0,17260.0,0.0
965.0,한익스프레스,5600.0,30.0,+0.54%,500.0,25887.0,5520.0,5630.0,5500.0,1.96
966.0,모나미,3555.0,25.0,-0.70%,1000.0,74680.0,3580.0,3615.0,3545.0,2.64
967.0,평화산업,1219.0,7.0,+0.58%,500.0,81372.0,1219.0,1219.0,1201.0,1.78
968.0,파워 200,32540.0,100.0,+0.31%,0.0,47.0,32735.0,32735.0,32415.0,0.0
969.0,코오롱인더우,24100.0,0.0,0.00%,5000.0,3533.0,24100.0,24250.0,23950.0,11.8
970.0,TIGER 화장품,2435.0,5.0,-0.20%,0.0,396286.0,2445.0,2465.0,2435.0,0.05
971.0,ACE 미국고배당S&P,10585.0,85.0,-0.80%,0.0,808169.0,10680.0,10685.0,10555.0,0.15
972.0,HANARO e커머스,12115.0,10.0,+0.08%,0.0,375.0,12195.0,12225.0,12095.0,0.0
973.0,아센디오,782.0,21.0,-2.62%,500.0,141830.0,813.0,813.0,774.0,0.0
974.0,티웨이홀딩스,604.0,19.0,-3.05%,500.0,347689.0,623.0,623.0,604.0,1.49
975.0,TRUE S&P500 선물 ETN,13215.0,95.0,+0.72%,0.0,5.0,13230.0,13230.0,13215.0,0.0
976.0,국보,621.0,11.0,-1.74%,500.0,534269.0,630.0,630.0,618.0,0.43
977.0,신한 레버리지 코스닥 150 선물 ETN,26125.0,555.0,-2.08%,0.0,2.0,26175.0,26175.0,26125.0,0.0
978.0,화천기계,2965.0,35.0,-1.17%,500.0,115868.0,2980.0,3015.0,2960.0,4.92
979.0,KODEX 차이나과창판STAR50(합성),7625.0,15.0,-0.20%,0.0,1217.0,7605.0,7645.0,7590.0,0.16
980.0,삼성 인버스 2X 코스닥150 선물 ETN,12940.0,815.0,-5.93%,0.0,2639412.0,13545.0,13545.0,12920.0,0.0
981.0,삼정펄프,25500.0,150.0,+0.59%,5000.0,1955.0,25450.0,25500.0,25350.0,3.16
982.0,TIGER 200 중공업,2985.0,25.0,-0.83%,0.0,350244.0,3030.0,3030.0,2965.0,0.12
983.0,TIGER 국채3년,105620.0,150.0,+0.14%,0.0,1832.0,105410.0,105705.0,105320.0,0.09
984.0,SG글로벌,1405.0,25.0,-1.75%,500.0,97860.0,1430.0,1449.0,1402.0,1.51
985.0,KC코트렐,1823.0,25.0,+1.39%,500.0,237864.0,1798.0,1843.0,1791.0,0.72
986.0,티에이치엔,3500.0,20.0,-0.57%,500.0,191179.0,3530.0,3595.0,3410.0,1.74
987.0,케이비아이동국실업,628.0,3.0,+0.48%,500.0,267105.0,634.0,637.0,622.0,0.28
988.0,에이엔피,1545.0,3.0,+0.19%,500.0,182103.0,1533.0,1573.0,1525.0,0.0
989.0,화인베스틸,2105.0,5.0,+0.24%,500.0,16076.0,2120.0,2120.0,2090.0,1.64
990.0,TIGER 미국S&P500레버리지(합성 H),23660.0,520.0,+2.25%,0.0,11543.0,23450.0,23660.0,23450.0,0.0
991.0,신한 레버리지 은 선물 ETN(H),6225.0,90.0,+1.47%,0.0,11143.0,6180.0,6240.0,6175.0,0.0
992.0,GS우,34850.0,150.0,-0.43%,5000.0,2741.0,35000.0,35050.0,34650.0,9.26
993.0,유한양행우,52400.0,600.0,+1.16%,1000.0,101.0,51700.0,52800.0,51500.0,0.0
994.0,계양전기,2270.0,15.0,-0.66%,500.0,69263.0,2285.0,2285.0,2250.0,2.49
995.0,대림B&Co,3705.0,5.0,-0.13%,1000.0,9582.0,3710.0,3795.0,3680.0,1.72
996.0,서원,1296.0,4.0,-0.31%,500.0,59354.0,1287.0,1310.0,1286.0,1.14
997.0,KODEX 차이나H레버리지(H),2315.0,80.0,+3.58%,0.0,842081.0,2285.0,2315.0,2260.0,0.0
998.0,TIGER 차이나HSCEI,9560.0,50.0,+0.53%,0.0,38109.0,9600.0,9600.0,9470.0,0.73
999.0,페이퍼코리아,1274.0,31.0,+2.49%,500.0,44844.0,1249.0,1275.0,1243.0,0.81
1000.0,KODEX 국채선물10년,62290.0,315.0,+0.51%,0.0,22037.0,61975.0,62290.0,61715.0,0.17
1001.0,미래에셋증권우,4250.0,5.0,+0.12%,5000.0,4633.0,4340.0,4340.0,4240.0,0.53
1002.0,KBSTAR Fn컨택트대표,8445.0,10.0,+0.12%,0.0,2250.0,8435.0,8450.0,8400.0,0.0
1003.0,TRUE 인버스 2X 나스닥 100 ETN,1990.0,65.0,-3.16%,0.0,507874.0,2005.0,2005.0,1985.0,0.06
1004.0,태양금속,1625.0,16.0,-0.98%,500.0,91806.0,1643.0,1672.0,1616.0,2.07
1005.0,TRUE 나스닥 100 ETN,11855.0,70.0,+0.59%,0.0,149.0,11935.0,11935.0,11855.0,0.0
1006.0,대림통상,3870.0,40.0,-1.02%,1000.0,4326.0,3905.0,3905.0,3855.0,0.78
1007.0,미래에셋 전기전자 Core5 ETN,29460.0,0.0,0.00%,0.0,0.0,29460.0,29460.0,29460.0,0.0
1008.0,TIGER 차이나바이오테크SOLACTIVE,7825.0,50.0,+0.64%,0.0,19992.0,7810.0,7900.0,7740.0,0.84
1009.0,성안,1014.0,28.0,+2.84%,500.0,306427.0,988.0,1020.0,980.0,1.39
1010.0,KB Wise 분할매매 ETN,9800.0,0.0,0.00%,0.0,1.0,9800.0,9800.0,9800.0,0.0
1011.0,KBSTAR 중기우량회사채,103550.0,230.0,+0.22%,0.0,64.0,103305.0,103550.0,103300.0,0.0
1012.0,ARIRANG 미국S&P500(H),16730.0,155.0,+0.94%,0.0,12910.0,16595.0,16745.0,16595.0,0.04
1013.0,TIMEFOLIO Kstock액티브,8335.0,30.0,+0.36%,0.0,147431.0,8330.0,8345.0,8285.0,0.0
1014.0,미래아이앤지,416.0,3.0,-0.72%,100.0,6210520.0,414.0,445.0,414.0,0.2
1015.0,일진디스플,1122.0,6.0,-0.53%,500.0,156625.0,1137.0,1137.0,1118.0,1.12
1016.0,TIGER KEDI혁신기업ESG30,9780.0,140.0,+1.45%,0.0,64193.0,9690.0,9800.0,9685.0,5.04
1017.0,현대건설우,53500.0,100.0,-0.19%,5000.0,2620.0,54000.0,54000.0,53100.0,4.3
1018.0,TIGER 인버스,5370.0,5.0,-0.09%,0.0,1418779.0,5345.0,5390.0,5345.0,3.1
1019.0,롯데칠성우,72700.0,500.0,-0.68%,500.0,153.0,73000.0,73100.0,72300.0,7.76
1020.0,KBSTAR 금융채액티브,100555.0,325.0,+0.32%,0.0,17.0,100365.0,100555.0,100295.0,0.0
1021.0,MH에탄올,7570.0,10.0,+0.13%,500.0,11016.0,7600.0,7600.0,7480.0,0.44
1022.0,HANARO 글로벌럭셔리S&P(합성),18550.0,75.0,+0.41%,0.0,4440.0,18625.0,18650.0,18450.0,0.18
1023.0,부국증권우,18590.0,140.0,+0.76%,5000.0,995.0,18460.0,18600.0,18460.0,12.38
1024.0,한국전자홀딩스,1191.0,13.0,+1.10%,500.0,158285.0,1178.0,1192.0,1160.0,3.01
1025.0,남양유업우,333000.0,17000.0,-4.86%,5000.0,427.0,350000.0,358000.0,331500.0,51.56
1026.0,KODEX 건설,3015.0,20.0,+0.67%,0.0,91849.0,2985.0,3030.0,2970.0,0.33
1027.0,TIGER 미국필라델피아반도체레버리지(합성),9015.0,5.0,-0.06%,0.0,29163.0,9400.0,9400.0,8985.0,0.05
1028.0,DL우,32500.0,150.0,-0.46%,5000.0,3323.0,32600.0,32650.0,32100.0,6.89
1029.0,미래에셋 레버리지 코스닥150 선물 ETN,27115.0,1370.0,+5.32%,0.0,23631.0,26010.0,27115.0,25955.0,0.0
