N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,외국인비율
1030.0,키움 미국달러선물 ETN,10840.0,95.0,-0.87%,0.0,35.0,10800.0,10840.0,10800.0,0.0
1031.0,삼성 코스피 풋매도 ETN,10820.0,0.0,0.00%,0.0,0.0,10820.0,10820.0,10820.0,0.0
1032.0,선도전기,3000.0,0.0,0.00%,500.0,0.0,0.0,0.0,0.0,5.49
1033.0,KODEX 코스피TR,11735.0,65.0,+0.56%,0.0,5716.0,11740.0,11740.0,11675.0,0.03
1034.0,코오롱모빌리티그룹우,21650.0,2250.0,-9.41%,500.0,682385.0,22850.0,24500.0,21650.0,0.26
1035.0,ACE KRX금현물,11060.0,30.0,+0.27%,0.0,25932.0,11045.0,11065.0,11040.0,0.21
1036.0,KODEX 미국달러선물레버리지,12125.0,255.0,-2.06%,0.0,195297.0,12295.0,12325.0,12085.0,0.0
1037.0,원림,22900.0,0.0,0.00%,5000.0,3248.0,22900.0,23150.0,22800.0,1.81
1038.0,TIGER 코스닥150 레버리지,9560.0,550.0,+6.10%,0.0,170216.0,9120.0,9585.0,9100.0,4.95
1039.0,TIGER 유로스탁스50(합성 H),14895.0,170.0,+1.15%,0.0,38893.0,14890.0,14905.0,14830.0,0.0
1040.0,KBSTAR 대형고배당10TR,14455.0,35.0,-0.24%,0.0,1705.0,14500.0,14540.0,14405.0,0.0
1041.0,평화홀딩스,3550.0,20.0,+0.57%,500.0,20895.0,3565.0,3570.0,3505.0,15.79
1042.0,SJM홀딩스,3465.0,20.0,+0.58%,500.0,23621.0,3460.0,3485.0,3445.0,5.93
1043.0,진양화학,3275.0,5.0,+0.15%,500.0,18148.0,3290.0,3300.0,3225.0,0.73
1044.0,TIGER 미국S&P500TR(H),9805.0,100.0,+1.03%,0.0,32423.0,9780.0,9810.0,9780.0,0.86
1045.0,HANARO 32-10 국고채액티브,51020.0,380.0,+0.75%,0.0,1860.0,50770.0,51020.0,50415.0,0.07
1046.0,우진아이엔에스,6620.0,170.0,-2.50%,500.0,20020.0,6960.0,6960.0,6610.0,2.13
1047.0,TRUE 레버리지 천연가스 선물 ETN(H),1440.0,10.0,+0.70%,0.0,685602.0,1415.0,1445.0,1415.0,0.0
1048.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,20125.0,450.0,-2.19%,0.0,68680.0,20370.0,20370.0,20085.0,0.0
1049.0,DL이앤씨2우(전환),23750.0,200.0,+0.85%,5000.0,2032.0,23600.0,23900.0,23550.0,5.31
1050.0,TIGER 미국S&P500배당귀족,10120.0,10.0,-0.10%,0.0,44592.0,10220.0,10230.0,10100.0,0.17
1051.0,KOSEF 통안채1년,101845.0,95.0,+0.09%,0.0,149.0,101760.0,101845.0,101760.0,0.0
1052.0,씨아이테크,1070.0,21.0,-1.92%,500.0,445395.0,1091.0,1091.0,1035.0,1.36
1053.0,ARIRANG ESG가치주액티브,7730.0,15.0,+0.19%,0.0,23.0,7715.0,7735.0,7700.0,0.01
1054.0,KODEX 차이나H,16750.0,50.0,+0.30%,0.0,7892.0,16635.0,16800.0,16570.0,27.21
1055.0,KR모터스,513.0,7.0,+1.38%,500.0,128898.0,529.0,529.0,507.0,45.43
1056.0,TRUE 블룸버그 레버리지 천연가스 선물 ETN,2465.0,5.0,+0.20%,0.0,372739.0,2440.0,2480.0,2430.0,0.0
1057.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),49120.0,770.0,-1.54%,0.0,9.0,50100.0,50100.0,49120.0,0.0
1058.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),49100.0,390.0,-0.79%,0.0,1249.0,49720.0,50085.0,49020.0,0.0
1059.0,에쓰씨엔지니어링,1569.0,0.0,0.00%,500.0,87095.0,1569.0,1589.0,1551.0,1.29
1060.0,키움 코스피 200 ETN,9780.0,0.0,0.00%,0.0,0.0,9780.0,9780.0,9780.0,0.0
1061.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),9340.0,110.0,+1.19%,0.0,294627.0,9210.0,9340.0,9210.0,0.0
1062.0,영화금속,905.0,5.0,-0.55%,500.0,134176.0,919.0,919.0,899.0,0.7
1063.0,QV 코스닥 150 ETN,12075.0,160.0,+1.34%,0.0,18.0,11890.0,12075.0,11825.0,0.0
1064.0,미래에셋 레버리지 코스피200 선물 ETN,23840.0,60.0,+0.25%,0.0,59218.0,24010.0,24050.0,23700.0,0.0
1065.0,KODEX 미국달러선물인버스2X,7015.0,140.0,+2.04%,0.0,409757.0,6920.0,7035.0,6910.0,0.02
1066.0,주연테크,797.0,12.0,-1.48%,200.0,231763.0,810.0,815.0,795.0,1.66
1067.0,동일제강,2320.0,0.0,0.00%,500.0,41248.0,2325.0,2350.0,2310.0,0.77
1068.0,대신 인버스 천연가스 선물 ETN(H),5880.0,10.0,+0.17%,0.0,23250.0,5930.0,5930.0,5845.0,0.0
1069.0,동원금속,1002.0,6.0,+0.60%,500.0,115941.0,996.0,1018.0,996.0,3.53
1070.0,에넥스,780.0,0.0,0.00%,500.0,96214.0,778.0,785.0,776.0,0.95
1071.0,다이나믹디자인,3335.0,165.0,+5.21%,500.0,674916.0,3180.0,3410.0,3150.0,0.0
1072.0,KODEX 200미국채혼합,11775.0,65.0,-0.55%,0.0,27133.0,11845.0,11845.0,11740.0,0.03
1073.0,TIGER 글로벌BBIG액티브,9685.0,20.0,-0.21%,0.0,4974.0,9710.0,9800.0,9675.0,0.0
1074.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),18305.0,270.0,-1.45%,0.0,4790.0,18400.0,18420.0,18300.0,0.0
1075.0,TIGER 글로벌클라우드컴퓨팅INDXX,8100.0,25.0,-0.31%,0.0,13531.0,8195.0,8195.0,8085.0,0.08
1076.0,바다로19호,3005.0,0.0,0.00%,5000.0,23312.0,3000.0,3015.0,2995.0,1.04
1077.0,ACE 단기채권알파액티브,101730.0,0.0,0.00%,0.0,361.0,101740.0,101760.0,101725.0,0.0
1078.0,초록뱀헬스케어,538.0,2.0,-0.37%,500.0,130042.0,541.0,548.0,516.0,1.15
1079.0,호텔신라우,60500.0,100.0,+0.17%,5000.0,2045.0,60900.0,61000.0,59900.0,2.09
1080.0,KODEX 철강,9115.0,0.0,0.00%,0.0,127999.0,9120.0,9130.0,9015.0,0.04
1081.0,이화산업,16150.0,220.0,-1.34%,5000.0,1623.0,16370.0,16370.0,16140.0,0.29
1082.0,센트럴인사이트,2490.0,0.0,0.00%,500.0,0.0,0.0,0.0,0.0,1.61
1083.0,DL이앤씨우,21300.0,150.0,+0.71%,5000.0,2058.0,21150.0,21350.0,21050.0,5.44
1084.0,윌비스,667.0,3.0,+0.45%,1000.0,69776.0,665.0,677.0,663.0,3.42
1085.0,대신 S&P 인버스 2X 천연가스 선물 ETN,44710.0,775.0,-1.70%,0.0,1088.0,45525.0,45525.0,44585.0,0.0
1086.0,TIGER 퓨처모빌리티액티브,10300.0,360.0,+3.62%,0.0,37469.0,9940.0,10300.0,9940.0,0.0
1087.0,에셋플러스 글로벌플랫폼액티브,5955.0,45.0,-0.75%,0.0,59067.0,5975.0,5975.0,5905.0,0.19
1088.0,KODEX WTI원유선물인버스(H),4885.0,30.0,-0.61%,0.0,339311.0,4895.0,4905.0,4880.0,0.0
1089.0,HANARO Fn K-뉴딜디지털플러스,8825.0,205.0,+2.38%,0.0,891.0,8695.0,8825.0,8695.0,0.0
1090.0,KODEX 아시아달러채권SRI플러스액티브,48950.0,445.0,-0.90%,0.0,298.0,49135.0,49135.0,48900.0,0.0
1091.0,QV 레버리지 S&P500 ETN,22115.0,200.0,+0.91%,0.0,2.0,22210.0,22210.0,22115.0,0.0
1092.0,세우글로벌,1523.0,19.0,+1.26%,500.0,112853.0,1520.0,1540.0,1492.0,3.61
1093.0,유화증권우,2500.0,5.0,+0.20%,1000.0,35.0,2380.0,2505.0,2380.0,0.0
1094.0,진양폴리,4340.0,65.0,-1.48%,500.0,15729.0,4440.0,4450.0,4290.0,0.89
1095.0,형지엘리트,1392.0,18.0,-1.28%,500.0,43135.0,1410.0,1420.0,1386.0,1.47
1096.0,SHD,35600.0,250.0,+0.71%,5000.0,7303.0,35450.0,36150.0,35250.0,0.93
1097.0,KB 인버스 천연가스 선물 ETN,9605.0,110.0,-1.13%,0.0,9853.0,9775.0,9775.0,9570.0,0.0
1098.0,동원수산,9270.0,20.0,-0.22%,5000.0,19223.0,9290.0,9400.0,9250.0,6.02
1099.0,참엔지니어링,728.0,8.0,-1.09%,500.0,56356.0,736.0,737.0,727.0,1.81
1100.0,TIGER KRX인터넷K-뉴딜,4720.0,0.0,0.00%,0.0,104192.0,4765.0,4770.0,4705.0,0.02
1101.0,SOL KIS단기통안채,102810.0,10.0,+0.01%,0.0,1.0,102810.0,102810.0,102810.0,0.0
1102.0,케이탑리츠,876.0,1.0,+0.11%,1000.0,40815.0,882.0,882.0,870.0,15.25
1103.0,SOL 미국S&P500,10780.0,10.0,+0.09%,0.0,31401.0,10815.0,10895.0,10740.0,0.0
1104.0,삼성 미국 대형 성장주 ETN,20820.0,0.0,0.00%,0.0,0.0,20820.0,20820.0,20820.0,0.0
1105.0,WISCOM,2710.0,0.0,0.00%,500.0,6922.0,2740.0,2775.0,2680.0,2.6
1106.0,비비안,1391.0,14.0,+1.02%,500.0,69351.0,1379.0,1398.0,1374.0,1.75
1107.0,ACE 인도네시아MSCI(합성),10200.0,190.0,-1.83%,0.0,17398.0,10390.0,10390.0,10200.0,0.0
1108.0,미래에셋 원자재 선물 ETN(H),13580.0,45.0,+0.33%,0.0,15.0,13585.0,13585.0,13535.0,0.0
1109.0,TRUE 코스피 200 ETN,8145.0,25.0,+0.31%,0.0,2.0,8170.0,8170.0,8145.0,0.0
1110.0,삼성 코스피 200 ETN,8125.0,40.0,+0.49%,0.0,132.0,8175.0,8175.0,8105.0,0.0
1111.0,키움 코스닥 150 ETN,10135.0,220.0,+2.22%,0.0,19.0,10080.0,10135.0,10080.0,0.0
1112.0,동양고속,13980.0,30.0,+0.22%,5000.0,373.0,13950.0,14000.0,13950.0,0.32
1113.0,TIGER 레버리지,14435.0,45.0,+0.31%,0.0,23666.0,14500.0,14590.0,14335.0,4.6
1114.0,SUN&L,3195.0,25.0,+0.79%,1000.0,58385.0,3200.0,3205.0,3165.0,0.49
1115.0,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,20130.0,465.0,-2.26%,0.0,17151.0,20335.0,20375.0,20100.0,0.0
1116.0,신풍,1149.0,1.0,+0.09%,500.0,35293.0,1155.0,1160.0,1144.0,1.15
1117.0,KODEX 증권,6360.0,105.0,-1.62%,0.0,31722.0,6490.0,6490.0,6350.0,0.28
1118.0,SK디스커버리우,29350.0,100.0,+0.34%,5000.0,1167.0,29500.0,29500.0,29000.0,0.81
1119.0,삼성 코스닥 150 ETN,7955.0,20.0,-0.25%,0.0,12740.0,7935.0,7960.0,7925.0,0.0
1120.0,세기상사,7510.0,80.0,-1.05%,500.0,13888.0,7600.0,7750.0,7460.0,1.79
1121.0,TIGER 미국나스닥바이오,19560.0,70.0,-0.36%,0.0,6027.0,19795.0,19795.0,19550.0,0.05
1122.0,경인전자,24750.0,500.0,+2.06%,5000.0,2126.0,24300.0,24800.0,24300.0,11.45
1123.0,KODEX 바이오,7690.0,95.0,+1.25%,0.0,107734.0,7595.0,7710.0,7590.0,0.07
1124.0,세방우,10500.0,1030.0,+10.88%,500.0,72910.0,9500.0,11450.0,9500.0,11.82
1125.0,TRUE 코스피 양매도 3% OTM ETN,7725.0,0.0,0.00%,0.0,0.0,7725.0,7725.0,7725.0,0.0
1126.0,삼성 미국 대형 가치주 ETN,19295.0,85.0,-0.44%,0.0,5.0,19380.0,19380.0,19295.0,0.0
1127.0,TBH글로벌,1847.0,20.0,-1.07%,500.0,76830.0,1919.0,1919.0,1840.0,3.79
1128.0,TIGER 테슬라채권혼합Fn,10225.0,25.0,-0.24%,0.0,143180.0,10190.0,10230.0,10150.0,0.09
1129.0,두산퓨얼셀2우B,12800.0,70.0,+0.55%,100.0,4553.0,12600.0,12810.0,12560.0,0.32
1130.0,KBSTAR 국채선물10년,49645.0,270.0,+0.55%,0.0,682.0,49275.0,49645.0,49165.0,0.01
1131.0,대교우B,1947.0,7.0,+0.36%,500.0,37568.0,1921.0,1990.0,1921.0,2.92
1132.0,KODEX 차이나심천ChiNext(합성),10885.0,80.0,-0.73%,0.0,9472.0,11050.0,11050.0,10810.0,0.26
1133.0,한국주강,3305.0,15.0,-0.45%,500.0,58422.0,3335.0,3335.0,3215.0,5.01
1134.0,삼성 레버리지 China A50 선물 ETN(H),37195.0,280.0,+0.76%,0.0,1034.0,37030.0,37195.0,36710.0,0.0
1135.0,BYC우,171900.0,2000.0,+1.18%,5000.0,1479.0,170000.0,172000.0,167900.0,0.01
1136.0,ACE 삼성그룹섹터가중,15350.0,130.0,+0.85%,0.0,35969.0,15175.0,15350.0,15175.0,0.0
1137.0,부산주공,505.0,11.0,-2.13%,500.0,29211438.0,522.0,641.0,499.0,1.04
1138.0,태원물산,4845.0,80.0,+1.68%,500.0,25629.0,4765.0,4920.0,4765.0,1.84
1139.0,KBSTAR 게임테마,11090.0,30.0,-0.27%,0.0,21822.0,11205.0,11255.0,11040.0,0.08
1140.0,KODEX 유럽탄소배출권선물ICE(H),14130.0,580.0,-3.94%,0.0,48918.0,14130.0,14140.0,14110.0,0.24
1141.0,한성기업,5880.0,30.0,+0.51%,5000.0,23363.0,5880.0,5910.0,5790.0,1.95
1142.0,TIGER 차이나클린에너지SOLACTIVE,8690.0,35.0,-0.40%,0.0,12743.0,8690.0,8730.0,8600.0,0.72
1143.0,진도,2920.0,50.0,-1.68%,500.0,39125.0,2970.0,2985.0,2920.0,1.97
1144.0,삼성 미국 대형 성장주 ETN(H),18140.0,0.0,0.00%,0.0,0.0,18140.0,18140.0,18140.0,0.0
1145.0,신한 구리 선물 ETN(H),18050.0,100.0,-0.55%,0.0,507.0,17915.0,18050.0,17915.0,0.0
1146.0,SOL 200 Top10,8315.0,45.0,+0.54%,0.0,323.0,8325.0,8325.0,8265.0,60.26
1147.0,KOSEF 국고채3년,107400.0,175.0,+0.16%,0.0,443.0,107210.0,107415.0,107150.0,0.0
1148.0,신한 레버리지 금 선물 ETN,17670.0,10.0,-0.06%,0.0,126.0,17635.0,17670.0,17625.0,0.0
1149.0,삼성 인버스 2X 나스닥 100 ETN(H),7060.0,155.0,-2.15%,0.0,105745.0,7050.0,7090.0,7030.0,0.0
1150.0,KODEX 미국배당프리미엄액티브,9790.0,50.0,-0.51%,0.0,176508.0,9850.0,9900.0,9775.0,0.09
1151.0,KB 레버리지 S&P 500 선물 ETN(H),8750.0,155.0,+1.80%,0.0,129.0,8740.0,8795.0,8735.0,0.0
1152.0,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,11640.0,0.0,0.00%,0.0,132.0,11320.0,11650.0,11320.0,0.0
1153.0,이스타코,809.0,17.0,-2.06%,500.0,194916.0,833.0,833.0,805.0,1.18
1154.0,KOSEF 미국달러선물,13905.0,160.0,-1.14%,0.0,2270.0,14000.0,14020.0,13905.0,0.28
1155.0,삼성 미국 대형 가치주 ETN(H),16930.0,0.0,0.00%,0.0,0.0,16930.0,16930.0,16930.0,0.0
1156.0,한솔PNS,1650.0,8.0,-0.48%,500.0,48339.0,1658.0,1664.0,1634.0,2.04
1157.0,성문전자,1730.0,14.0,+0.82%,500.0,55280.0,1734.0,1746.0,1700.0,1.76
1158.0,KODEX IT,16830.0,120.0,+0.72%,0.0,2355.0,16685.0,16900.0,16685.0,0.0
1159.0,삼화전자,2775.0,5.0,-0.18%,1000.0,70649.0,2810.0,2810.0,2745.0,4.36
1160.0,대신 인버스 2X 알루미늄 선물 ETN(H),33480.0,490.0,+1.49%,0.0,13.0,33735.0,33735.0,33480.0,0.0
1161.0,대한항공우,30100.0,200.0,-0.66%,5000.0,2380.0,30250.0,30250.0,30000.0,1.33
1162.0,하나 레버리지 콩 선물 ETN(H),33400.0,525.0,+1.60%,0.0,37.0,33400.0,33400.0,33400.0,0.0
1163.0,제이준코스메틱,8650.0,230.0,+2.73%,500.0,47918.0,8550.0,8710.0,8300.0,0.0
1164.0,TIGER 원유선물Enhanced(H),4295.0,25.0,+0.59%,0.0,206343.0,4280.0,4295.0,4270.0,1.54
1165.0,신한 레버리지 S&P500 선물 ETN,16585.0,195.0,+1.19%,0.0,12828.0,16695.0,16695.0,16530.0,0.0
1166.0,유안타증권우,2555.0,75.0,-2.85%,5000.0,21756.0,2635.0,2685.0,2555.0,0.35
1167.0,KODEX K-미래차액티브,9400.0,85.0,+0.91%,0.0,19362.0,9315.0,9425.0,9315.0,0.03
1168.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,13135.0,30.0,+0.23%,0.0,33024.0,13270.0,13270.0,13100.0,0.0
1169.0,QV S&P500 버퍼10% 9월 ETN,10915.0,0.0,0.00%,0.0,0.0,10915.0,10915.0,10915.0,0.0
1170.0,TIGER 리츠부동산인프라채권TR KIS,4920.0,10.0,+0.20%,0.0,2345.0,4915.0,4920.0,4880.0,0.0
1171.0,미래에셋 중국 심천 100 ETN,16250.0,0.0,0.00%,0.0,0.0,16250.0,16250.0,16250.0,0.0
1172.0,신한 인버스 2X 코스닥 150 선물 ETN,12975.0,780.0,-5.67%,0.0,11811.0,13550.0,13560.0,12945.0,0.0
1173.0,QV 코스피 200 ETN,32405.0,225.0,-0.69%,0.0,8.0,32530.0,32530.0,32405.0,0.0
1174.0,롯데지주우,40100.0,250.0,+0.63%,200.0,212.0,39850.0,40200.0,39800.0,0.38
1175.0,KOSEF 릭소글로벌퓨처모빌리티MSCI,9500.0,105.0,-1.09%,0.0,95.0,9590.0,9595.0,9495.0,0.0
1176.0,미래에셋 인버스 2X 코스피200 선물 ETN,16115.0,105.0,-0.65%,0.0,85109.0,16025.0,16260.0,15995.0,0.0
1177.0,대신343 K200,32170.0,85.0,+0.26%,0.0,5.0,32170.0,32170.0,32170.0,0.0
1178.0,삼성 China A50 선물 ETN(H),16075.0,0.0,0.00%,0.0,0.0,16075.0,16075.0,16075.0,0.0
1179.0,TIGER 미국나스닥100커버드콜(합성),9410.0,10.0,+0.11%,0.0,48158.0,9455.0,9455.0,9380.0,0.33
1180.0,HANARO Fn전기&수소차,8635.0,155.0,+1.83%,0.0,10074.0,8520.0,8640.0,8510.0,0.0
1181.0,KODEX 미국달러선물인버스,8755.0,85.0,+0.98%,0.0,92585.0,8700.0,8765.0,8685.0,0.1
1182.0,삼성 레버리지 은 선물 ETN(H),10335.0,135.0,+1.32%,0.0,17529.0,10275.0,10350.0,10250.0,0.0
1183.0,신한 레버리지 다우존스지수 선물 ETN(H),30895.0,515.0,+1.70%,0.0,808.0,30845.0,30900.0,30820.0,0.0
1184.0,KODEX 200ESG,11880.0,10.0,-0.08%,0.0,509.0,11905.0,11940.0,11805.0,0.0
1185.0,KODEX 200IT TR,11435.0,115.0,+1.02%,0.0,558.0,11480.0,11480.0,11380.0,0.0
1186.0,삼성 레버리지 나스닥 100 ETN(H),7690.0,185.0,+2.47%,0.0,52592.0,7670.0,7700.0,7650.0,0.0
1187.0,TIGER 미국나스닥100TR(H),10085.0,120.0,+1.20%,0.0,82312.0,10070.0,10095.0,10060.0,0.51
1188.0,TIGER 미국달러선물인버스2X,6985.0,140.0,+2.05%,0.0,11774.0,6905.0,7010.0,6885.0,0.0
1189.0,체시스,949.0,1.0,+0.11%,500.0,74280.0,939.0,949.0,934.0,0.81
1190.0,KBSTAR 200선물인버스2X,2910.0,15.0,-0.51%,0.0,84768.0,2885.0,2930.0,2880.0,0.83
1191.0,HANARO 200선물레버리지,16330.0,30.0,-0.18%,0.0,127.0,16490.0,16490.0,16330.0,0.0
1192.0,SOL 미국S&P500ESG,10060.0,5.0,-0.05%,0.0,4086.0,10130.0,10130.0,10010.0,0.0
1193.0,TIGER AI코리아그로스액티브,11470.0,55.0,+0.48%,0.0,325.0,11450.0,11475.0,11420.0,0.0
1194.0,TIGER 골드선물(H),12925.0,55.0,+0.43%,0.0,16783.0,12910.0,12925.0,12895.0,0.05
1195.0,TIGER 국고채30년스트립액티브,45155.0,315.0,+0.70%,0.0,83344.0,44525.0,45220.0,43985.0,0.61
1196.0,KODEX K-로봇액티브,12095.0,0.0,0.00%,0.0,247943.0,12305.0,12390.0,12085.0,0.0
1197.0,KBSTAR 중장기국공채액티브,99060.0,285.0,+0.29%,0.0,26.0,98760.0,99060.0,98685.0,0.0
1198.0,TIGER 탄소효율그린뉴딜,7955.0,30.0,+0.38%,0.0,408.0,7920.0,7960.0,7920.0,0.0
1199.0,KODEX KRX기후변화솔루션,10475.0,230.0,+2.24%,0.0,967.0,10295.0,10475.0,10295.0,0.0
1200.0,KODEX 헬스케어,11275.0,265.0,+2.41%,0.0,34615.0,11010.0,11385.0,11010.0,0.0
1201.0,TIGER 삼성그룹펀더멘털,10825.0,35.0,-0.32%,0.0,3079.0,10865.0,10885.0,10770.0,0.0
1202.0,TIGER 미국나스닥100레버리지(합성),7765.0,20.0,+0.26%,0.0,52511.0,7850.0,7875.0,7720.0,0.58
1203.0,삼성 레버리지 금 선물 ETN(H),29085.0,295.0,+1.02%,0.0,23851.0,28990.0,29085.0,28950.0,0.0
1204.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,11380.0,70.0,+0.62%,0.0,24091.0,11335.0,11700.0,11330.0,0.0
1205.0,KBSTAR 내수주플러스,8055.0,50.0,+0.62%,0.0,5896.0,8055.0,8070.0,8000.0,0.0
1206.0,미래에셋 에너지화학 Core5 ETN,14470.0,0.0,0.00%,0.0,0.0,14470.0,14470.0,14470.0,0.0
1207.0,TIGER S&P글로벌헬스케어(합성),18990.0,10.0,+0.05%,0.0,1088.0,19130.0,19130.0,18920.0,0.0
1208.0,KODEX 미디어&엔터테인먼트,13690.0,70.0,-0.51%,0.0,31360.0,13785.0,13900.0,13680.0,0.0
1209.0,KODEX KRX300,15000.0,35.0,+0.23%,0.0,3720.0,14995.0,15010.0,14945.0,0.07
1210.0,한화투자증권우,5930.0,30.0,-0.50%,5000.0,6795.0,6000.0,6000.0,5870.0,0.6
1211.0,신한 콩 선물 ETN(H),14145.0,105.0,+0.75%,0.0,4.0,14085.0,14145.0,14085.0,0.0
1212.0,ACE 미국친환경그린테마INDXX,10100.0,65.0,-0.64%,0.0,1975.0,10210.0,10210.0,10070.0,0.01
1213.0,ACE 200TR,20140.0,60.0,+0.30%,0.0,534.0,20090.0,20200.0,20040.0,100.0
1214.0,ARIRANG 미국장기우량회사채,84960.0,290.0,-0.34%,0.0,1242.0,84720.0,84960.0,84700.0,0.0
1215.0,TIGER 200IT레버리지,36000.0,300.0,+0.84%,0.0,2304.0,36200.0,36355.0,35585.0,0.0
1216.0,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),27890.0,660.0,+2.42%,0.0,5400.0,27000.0,27890.0,27000.0,0.0
1217.0,녹십자홀딩스2우,32850.0,400.0,-1.20%,500.0,596.0,32950.0,33000.0,32800.0,0.06
1218.0,KB 천연가스 선물 ETN(H),9260.0,15.0,+0.16%,0.0,57116.0,9165.0,9285.0,9165.0,0.0
1219.0,KODEX 고배당,9575.0,40.0,-0.42%,0.0,3680.0,9660.0,9660.0,9540.0,0.23
1220.0,미래에셋 원유선물혼합 ETN(H),27655.0,210.0,+0.77%,0.0,8.0,27800.0,27800.0,27655.0,0.0
1221.0,KODEX 아시아반도체공급망exChina액티브,10240.0,15.0,-0.15%,0.0,312792.0,10370.0,10370.0,10195.0,0.0
1222.0,KB 레버리지 나스닥 100 ETN,9200.0,125.0,+1.38%,0.0,21368.0,9285.0,9295.0,9165.0,0.0
1223.0,신한 금 선물 ETN(H),13795.0,70.0,+0.51%,0.0,1692.0,13765.0,13795.0,13765.0,0.0
1224.0,SOL 국고채10년,100935.0,455.0,+0.45%,0.0,2603.0,100260.0,100935.0,100080.0,0.01
1225.0,ACE 국고채3년,101820.0,285.0,+0.28%,0.0,56.0,101545.0,101820.0,101465.0,0.0
1226.0,신한 레버리지 미국달러 선물 ETN,13680.0,255.0,-1.83%,0.0,632.0,13855.0,13855.0,13665.0,0.0
1227.0,TIGER KRX기후변화솔루션,10485.0,240.0,+2.34%,0.0,9057.0,10340.0,10495.0,10315.0,0.0
1228.0,미래에셋 레버리지 옥수수 선물 ETN,27200.0,745.0,-2.67%,0.0,12.0,27310.0,27340.0,27200.0,0.0
1229.0,KODEX 미국S&P500에너지(합성),13040.0,0.0,0.00%,0.0,5655.0,13275.0,13275.0,13010.0,0.16
1230.0,TIGER Fn신재생에너지,9695.0,70.0,+0.73%,0.0,39384.0,9625.0,9700.0,9580.0,0.23
1231.0,삼성 레버리지 코스닥150 선물 ETN,27130.0,1465.0,+5.71%,0.0,63159.0,25755.0,27195.0,25755.0,0.0
1232.0,신한 블룸버그 2X 천연가스 선물 ETN(H),2710.0,15.0,+0.56%,0.0,449999.0,2670.0,2725.0,2660.0,0.0
1233.0,KB 블룸버그 레버리지 천연가스선물 ETN(H),2705.0,25.0,+0.93%,0.0,345313.0,2645.0,2710.0,2645.0,0.0
1234.0,TRUE 레버리지 코스닥 150 선물 ETN,26975.0,1210.0,+4.70%,0.0,14130.0,26075.0,26975.0,26050.0,0.0
1235.0,모두투어리츠,3445.0,30.0,+0.88%,5000.0,6093.0,3420.0,3535.0,3390.0,0.14
1236.0,삼성 KRX 금현물 ETN,13445.0,5.0,+0.04%,0.0,1.0,13445.0,13445.0,13445.0,0.0
1237.0,ARIRANG 미국나스닥테크,20585.0,185.0,+0.91%,0.0,10883.0,20610.0,20700.0,20440.0,0.0
1238.0,하나 레버리지 코스닥150 선물 ETN,26480.0,830.0,+3.24%,0.0,23033.0,26130.0,26485.0,26080.0,0.0
1239.0,KBSTAR 국채선물10년인버스,54795.0,225.0,-0.41%,0.0,207.0,55280.0,55300.0,54795.0,0.0
1240.0,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,13155.0,15.0,+0.11%,0.0,20205.0,13245.0,13245.0,13110.0,0.0
1241.0,TIGER 200TR,17535.0,25.0,+0.14%,0.0,167.0,17535.0,17555.0,17460.0,0.0
1242.0,메리츠 3X 레버리지 국채30년 ETN,43835.0,745.0,+1.73%,0.0,44822.0,42700.0,44260.0,41585.0,0.0
1243.0,금호전기,948.0,19.0,-1.96%,500.0,47650.0,989.0,989.0,948.0,1.7
1244.0,대신 레버리지 코스닥 150 선물 ETN,26055.0,375.0,-1.42%,0.0,2.0,26145.0,26145.0,26055.0,0.0
1245.0,신한 브렌트원유 선물 ETN(H),13015.0,10.0,+0.08%,0.0,47.0,12990.0,13070.0,12990.0,0.0
1246.0,QV 인버스 미국 IT TOP5 ETN(H),12970.0,0.0,0.00%,0.0,0.0,12970.0,12970.0,12970.0,0.0
1247.0,미래에셋 인버스 2X 코스닥150 선물 ETN,12940.0,820.0,-5.96%,0.0,3116991.0,13545.0,13580.0,12920.0,0.0
1248.0,SOL 글로벌탄소배출권선물IHS(합성),12930.0,370.0,-2.78%,0.0,25471.0,13080.0,13080.0,12915.0,0.24
1249.0,TIGER 200 헬스케어,15740.0,395.0,+2.57%,0.0,15816.0,15375.0,15845.0,15375.0,0.0
1250.0,KODEX 탄소효율그린뉴딜,7995.0,10.0,+0.13%,0.0,2243.0,7985.0,8010.0,7975.0,0.0
1251.0,TIGER 코스피고배당,13960.0,125.0,-0.89%,0.0,3542.0,14200.0,14200.0,13930.0,0.03
1252.0,KODEX S&P글로벌인프라(합성),13940.0,80.0,+0.58%,0.0,29974.0,13920.0,14015.0,13890.0,0.14
1253.0,HANARO 코스닥150,11580.0,280.0,+2.48%,0.0,171155.0,11375.0,11585.0,11375.0,0.0
